company,ticker,name,title,year_joined,origin_country,origin_region,immigrant,role_category,total_compensation_usd,comp_fiscal_year,documented_adversity,potential_index,mental_strength,adversity_origin_score,data_tier
Meta Platforms,META,Marne Levine,Chief Business Officer (former),2010.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Meta Platforms,META,Sheryl Sandberg,Chief Operating Officer (former),2008.0,USA,North America,No,C-suite,,,Widowed suddenly in 2015 (husband Dave Goldberg),76,80,78,extended
Meta Platforms,META,Nick Clegg,President Global Affairs (former),2018.0,United Kingdom,Europe,Yes,C-suite,,,none documented,76,74,60,extended
Meta Platforms,META,Nat Friedman,Leader AI Products (MSL),2025.0,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Daniel Gross,Leader (MSL),2025.0,Israel,Middle East,Yes,Tech Leader,,,Immigrant; born in Jerusalem Israel,76,80,78,extended
Meta Platforms,META,Yann LeCun,Chief AI Scientist (former),2013.0,France,Europe,Yes,Chief Scientist,,,none documented,82,76,60,extended
Meta Platforms,META,Joelle Pineau,Head of AI Research / FAIR lead (former),2017.0,Canada,North America,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Robert Fergus,Head of FAIR,2025.0,United Kingdom,Europe,Yes,C-suite,,,none documented,76,74,60,extended
Meta Platforms,META,Jerome Pesenti,VP of AI (former),2018.0,France,Europe,Yes,C-suite,,,none documented,76,74,60,extended
Meta Platforms,META,Michael Abrash,Chief Scientist Reality Labs,2014.0,USA,North America,No,Chief Scientist,,,none documented,82,76,45,extended
Meta Platforms,META,Manohar Paluri,VP AI,2014.0,India,South Asia,Yes,C-suite,,,Grew up in India,76,80,78,extended
Meta Platforms,META,Ahmad Al-Dahle,VP Head of GenAI (former),,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Meta Platforms,META,Aparna Ramani,VP Engineering AI Infrastructure (former),,India,South Asia,Yes,C-suite,,,none documented,76,74,60,extended
Meta Platforms,META,Devi Parikh,Senior Director GenAI (former),2016.0,India,South Asia,Yes,C-suite,,,Immigrant from India to US,76,80,78,extended
Meta Platforms,META,Soumith Chintala,Distinguished Engineer / PyTorch lead (former),2014.0,India,South Asia,Yes,Tech Leader,,,Rejected by 12 US universities; from a tier-2 Indian college,76,80,78,extended
Meta Platforms,META,Hugo Touvron,Research Scientist,,France,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Xavier Martinet,Research Engineer,,France,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Faisal Azhar,Technical Program Lead,,,Unknown,Unknown,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Aaron Grattafiori,Research Scientist,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Laurens van der Maaten,Distinguished Research Scientist (former),,Netherlands,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Nikhila Ravi,Director MSL,,,Unknown,Unknown,C-suite,,,none documented,76,74,45,extended
Meta Platforms,META,Piotr Dollar,Research Scientist Lead,,,Unknown,Unknown,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Ross Girshick,Research Scientist (former),,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Alexander Kirillov,Research Scientist (former),,,Unknown,Unknown,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Vishrav Chaudhary,Research Scientist,,,Unknown,Unknown,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Rohit Patel,Director MSL,,,Unknown,Unknown,C-suite,,,none documented,76,74,45,extended
Meta Platforms,META,Andrew Tulloch,AI Researcher (MSL),2025.0,Australia,Oceania,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Shengjia Zhao,Research Scientist (MSL),2025.0,China,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Jack Rae,Principal Research Scientist (MSL),2025.0,United Kingdom,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Jason Wei,Research Scientist (MSL former),2025.0,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Hyung Won Chung,Research Scientist (MSL),2025.0,South Korea,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Shuchao Bi,Research Scientist (MSL),2025.0,China,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Joel Pobar,Engineer (MSL),2025.0,Australia,Oceania,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Ruoming Pang,AI Infrastructure Lead MSL (former),2025.0,China,East Asia,Yes,Tech Leader,,,Immigrant from China to US,76,80,78,extended
Meta Platforms,META,Trapit Bansal,Research Scientist (MSL),2025.0,India,South Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Pei Sun,Research Scientist (MSL),2025.0,China,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Jiahui Yu,Research Scientist (MSL),2025.0,China,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Hongyu Ren,Research Scientist (MSL),2025.0,China,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Adam Paszke,PyTorch creator (former),,Poland,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
Meta Platforms,META,Sam Gross,Research Engineer (former),,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Gregory Chanan,Engineer PyTorch,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Edward Yang,Research Engineer PyTorch,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Zachary DeVito,Research Scientist PyTorch,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
Meta Platforms,META,Dustin Moskovitz,Co-founder (former),2004.0,USA,North America,No,Co-founder,,,none documented,84,80,45,extended
Meta Platforms,META,Andrew McCollum,Co-founder (former),2004.0,USA,North America,No,Co-founder,,,none documented,84,80,45,extended
Meta Platforms,META,Chris Hughes,Co-founder (former),2004.0,USA,North America,No,Co-founder,,,none documented,84,80,45,extended
